college,department,name,role,profile,namelast,namefirst,identifier1,identifier2
College of Life and Environmental Sciences,Psychology,Elisa Becker,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Elisa_Becker,Becker,Elisa,"Becker, E","Becker, Elisa"
College of Life and Environmental Sciences,Psychology,Summer Bedford,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Summer_Bedford,Bedford,Summer,"Bedford, S","Bedford, Summer"
College of Life and Environmental Sciences,Psychology,Shahina Begum,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Shahina_Begum,Begum,Shahina,"Begum, S","Begum, Shahina"
College of Life and Environmental Sciences,Psychology,Pantea Beigi,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Pantea_Beigi,Beigi,Pantea,"Beigi, P","Beigi, Pantea"
College of Life and Environmental Sciences,Psychology,Mustafa Biber,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Mustafa_Biber,Biber,Mustafa,"Biber, M","Biber, Mustafa"
College of Life and Environmental Sciences,Psychology,Destiny Bradley,PhD student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Destiny_Bradley,Bradley,Destiny,"Bradley, D","Bradley, Destiny"
College of Life and Environmental Sciences,Psychology,Hannah Bunce,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Hannah_Bunce,Bunce,Hannah,"Bunce, H","Bunce, Hannah"
College of Life and Environmental Sciences,Psychology,Begum Cakmak,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Begum_Cakmak,Cakmak,Begum,"Cakmak, B","Cakmak, Begum"
College of Life and Environmental Sciences,Psychology,James Carson,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=James_Carson,Carson,James,"Carson, J","Carson, James"
College of Life and Environmental Sciences,Psychology,Vanessa Cecil,PhD student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Vanessa_Cecil,Cecil,Vanessa,"Cecil, V","Cecil, Vanessa"
College of Life and Environmental Sciences,Psychology,Katy Chapman,PhD student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Katy_Chapman,Chapman,Katy,"Chapman, K","Chapman, Katy"
College of Life and Environmental Sciences,Psychology,Xinran Du,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Xinran_Du,Du,Xinran,"Du, X","Du, Xinran"
College of Life and Environmental Sciences,Psychology,Aqsa Farooq,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Aqsa_Farooq,Farooq,Aqsa,"Farooq, A","Farooq, Aqsa"
College of Life and Environmental Sciences,Psychology,Daniela Fernandez,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Daniela_Fernandez_Olguin,Fernandez,Daniela,"Fernandez, D","Fernandez, Daniela"
College of Life and Environmental Sciences,Psychology,Dunia Gonzales,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Dunia_Gonzales,Gonzales,Dunia,"Gonzales, D","Gonzales, Dunia"
College of Life and Environmental Sciences,Psychology,Brontë Graham,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Bronte_Graham,Graham,Brontë,"Graham, B","Graham, Brontë"
College of Life and Environmental Sciences,Psychology,Charli Grimes,MSc by Research Psychology,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Charli_Grimes,Grimes,Charli,"Grimes, C","Grimes, Charli"
College of Life and Environmental Sciences,Psychology,Katie Hall,PhD student (based outside the ESI),https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Katie_Hall,Hall,Katie,"Hall, K","Hall, Katie"
College of Life and Environmental Sciences,Psychology,Emily Hammond,PhD student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Emily_Hammond,Hammond,Emily,"Hammond, E","Hammond, Emily"
College of Life and Environmental Sciences,Psychology,Jordan Hart,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Jordan_Hart,Hart,Jordan,"Hart, J","Hart, Jordan"
College of Life and Environmental Sciences,Psychology,Husna Hassan,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Husna_Hassan,Hassan,Husna,"Hassan, H","Hassan, Husna"
College of Life and Environmental Sciences,Psychology,Anne Hayward,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Anne_Hayward,Hayward,Anne,"Hayward, A","Hayward, Anne"
College of Life and Environmental Sciences,Psychology,Emily Hughes,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Emily_Hughes,Hughes,Emily,"Hughes, E","Hughes, Emily"
College of Life and Environmental Sciences,Psychology,Salwa Humsani,PhD student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Salwa_Humsani,Humsani,Salwa,"Humsani, S","Humsani, Salwa"
College of Life and Environmental Sciences,Psychology,Teplong Joyce Ibrahim,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Teplong_Ibrahim,Ibrahim,Teplong,"Ibrahim, T","Ibrahim, Teplong"
College of Life and Environmental Sciences,Psychology,Fan Jiao,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Fan_Jiao,Jiao,Fan,"Jiao, F","Jiao, Fan"
College of Life and Environmental Sciences,Psychology,Sila Jittayuthd,PhD student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Sila_Jittayuthd,Jittayuthd,Sila,"Jittayuthd, S","Jittayuthd, Sila"
College of Life and Environmental Sciences,Psychology,Toby Johnson,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Toby_Johnson,Johnson,Toby,"Johnson, T","Johnson, Toby"
College of Life and Environmental Sciences,Psychology,Jessica Joseph,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Jessica_Joseph,Joseph,Jessica,"Joseph, J","Joseph, Jessica"
College of Life and Environmental Sciences,Psychology,Helen Keen,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Helen_Keen,Keen,Helen,"Keen, H","Keen, Helen"
College of Life and Environmental Sciences,Psychology,Hope Kent,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Hope_Kent,Kent,Hope,"Kent, H","Kent, Hope"
College of Life and Environmental Sciences,Psychology,Eirini Ketzitzidou,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Eirini_Ketzitzidou,Ketzitzidou,Eirini,"Ketzitzidou, E","Ketzitzidou, Eirini"
College of Life and Environmental Sciences,Psychology,Kathryn Knight,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Kathryn_Knight,Knight,Kathryn,"Knight, K","Knight, Kathryn"
College of Life and Environmental Sciences,Psychology,Veronika Kosikova,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Veronika_Kosikova,Kosikova,Veronika,"Kosikova, V","Kosikova, Veronika"
College of Life and Environmental Sciences,Psychology,Asha Ladwa,PhD student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Asha_Ladwa,Ladwa,Asha,"Ladwa, A","Ladwa, Asha"
College of Life and Environmental Sciences,Psychology,Fidelia Law,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Fidelia_Law,Law,Fidelia,"Law, F","Law, Fidelia"
College of Life and Environmental Sciences,Psychology,Tom Lewis,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Tom_Lewis,Lewis,Tom,"Lewis, T","Lewis, Tom"
College of Life and Environmental Sciences,Psychology,Yuan-Hsi Liao,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Yuan-Hsi_Liao,Liao,Yuan-Hsi,"Liao, Y","Liao, Yuan-Hsi"
College of Life and Environmental Sciences,Psychology,Yihao Liu,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Yihao_Liu,Liu,Yihao,"Liu, Y","Liu, Yihao"
College of Life and Environmental Sciences,Psychology,Mia Lybkaer Kronborg Nielsen,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Mia_Lybkaer_Kronborg_Nielsen,Nielsen,Mia,"Nielsen, M","Nielsen, Mia"
College of Life and Environmental Sciences,Psychology,Bella Magner,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Bella_Magner,Magner,Bella,"Magner, B","Magner, Bella"
College of Life and Environmental Sciences,Psychology,Damilola Makanju,PhD Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Damilola_Makanju,Makanju,Damilola,"Makanju, D","Makanju, Damilola"
College of Life and Environmental Sciences,Psychology,Natasha Marosi,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Natasha_Marosi,Marosi,Natasha,"Marosi, N","Marosi, Natasha"
College of Life and Environmental Sciences,Psychology,Laura May,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Laura_May,May,Laura,"May, L","May, Laura"
College of Life and Environmental Sciences,Psychology,Siobhan McCourt,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Siobhan_McCourt,McCourt,Siobhan,"McCourt, S","McCourt, Siobhan"
College of Life and Environmental Sciences,Psychology,Pranati Misurya,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Pranati_Misurya,Misurya,Pranati,"Misurya, P","Misurya, Pranati"
College of Life and Environmental Sciences,Psychology,Susan Mizen,PhD student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Susan_Mizen,Mizen,Susan,"Mizen, S","Mizen, Susan"
College of Life and Environmental Sciences,Psychology,Merve Mollaahmetoglu,PhD student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Merve_Mollaahmetoglu,Mollaahmetoglu,Merve,"Mollaahmetoglu, M","Mollaahmetoglu, Merve"
College of Life and Environmental Sciences,Psychology,Joshua Ng,PhD Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Joshua_Ng,Ng,Joshua,"Ng, J","Ng, Joshua"
College of Life and Environmental Sciences,Psychology,Luke O'Shea,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Luke_O'Shea,O'Shea,Luke,"O'Shea, L","O'Shea, Luke"
College of Life and Environmental Sciences,Psychology,Laure Olivier,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Laure_Olivier,Olivier,Laure,"Olivier, L","Olivier, Laure"
College of Life and Environmental Sciences,Psychology,Victoria Opara,PhD Candidate,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Victoria_Opara,Opara,Victoria,"Opara, V","Opara, Victoria"
College of Life and Environmental Sciences,Psychology,Rebecca Padget,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Rebecca_Padget,Padget,Rebecca,"Padget, R","Padget, Rebecca"
College of Life and Environmental Sciences,Psychology,Melissa Pavez Fox,PhD student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Melissa_Pavez,Fox,Melissa,"Fox, M","Fox, Melissa"
College of Life and Environmental Sciences,Psychology,Andre Pereira,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Andre_Pereira,Pereira,Andre,"Pereira, A","Pereira, Andre"
College of Life and Environmental Sciences,Psychology,Emily-Jayne Price,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Emily-Jayne_Price,Price,Emily-Jayne,"Price, E","Price, Emily-Jayne"
College of Life and Environmental Sciences,Psychology,Nicole Russell,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Nicole_Russell,Russell,Nicole,"Russell, N","Russell, Nicole"
College of Life and Environmental Sciences,Psychology,Ruichong (Chloe) Shuai,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Chloe_Shuai,Shuai,Ruichong,"Shuai, R","Shuai, Ruichong"
College of Life and Environmental Sciences,Psychology,Nick Smith,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Nick_Smith,Smith,Nick,"Smith, N","Smith, Nick"
College of Life and Environmental Sciences,Psychology,Sam Smith,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Sam_Smith,Smith,Sam,"Smith, S","Smith, Sam"
College of Life and Environmental Sciences,Psychology,Sabrina Spangsdorf,PhD student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Sabrina_Spangsdorf,Spangsdorf,Sabrina,"Spangsdorf, S","Spangsdorf, Sabrina"
College of Life and Environmental Sciences,Psychology,Sophie Tabuteau-Harrison,PhD student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Sophie_Tabuteau-Harrison,Tabuteau-Harrison,Sophie,"Tabuteau-Harrison, S","Tabuteau-Harrison, Sophie"
College of Life and Environmental Sciences,Psychology,Eleanor Taylor,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Eleanor_Taylor,Taylor,Eleanor,"Taylor, E","Taylor, Eleanor"
College of Life and Environmental Sciences,Psychology,Emika Waguri,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Emika_Waguri,Waguri,Emika,"Waguri, E","Waguri, Emika"
College of Life and Environmental Sciences,Psychology,Zhenghanxiao Wang,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Zhenghanxiao_Wang,Wang,Zhenghanxiao,"Wang, Z","Wang, Zhenghanxiao"
College of Life and Environmental Sciences,Psychology,Joe Wilde,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Joe_Wilde,Wilde,Joe,"Wilde, J","Wilde, Joe"
College of Life and Environmental Sciences,Psychology,Danielle Windget,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Danielle_Windget,Windget,Danielle,"Windget, D","Windget, Danielle"
College of Life and Environmental Sciences,Psychology,Owen Wright,PhD Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Owen_Wright,Wright,Owen,"Wright, O","Wright, Owen"
College of Life and Environmental Sciences,Psychology,Ayşe Şule Yüksel,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Ayse_Yuksel,Yüksel,Ayşe,"Yüksel, A","Yüksel, Ayşe"
College of Life and Environmental Sciences,Psychology,Mattie Yeo,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Mattie_Yeo,Yeo,Mattie,"Yeo, M","Yeo, Mattie"
College of Life and Environmental Sciences,Psychology,Sakir Yilmaz,PhD student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Sakir_Yilmaz,Yilmaz,Sakir,"Yilmaz, S","Yilmaz, Sakir"
College of Life and Environmental Sciences,Psychology,Zhiqi Zhang,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Zhiqi_Zhang,Zhang,Zhiqi,"Zhang, Z","Zhang, Zhiqi"
College of Life and Environmental Sciences,Psychology,Dongfang Zhao,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Dongfang_Zhao,Zhao,Dongfang,"Zhao, D","Zhao, Dongfang"
College of Life and Environmental Sciences,Psychology,Mengya Zhao,PhD Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Mengya_Zhao,Zhao,Mengya,"Zhao, M","Zhao, Mengya"
College of Life and Environmental Sciences,Psychology,Ziyu Zhao,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Ziyu_Zhao,Zhao,Ziyu,"Zhao, Z","Zhao, Ziyu"
College of Life and Environmental Sciences,Psychology,Anna Zinn,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Anna_Zinn,Zinn,Anna,"Zinn, A","Zinn, Anna"
College of Life and Environmental Sciences,Psychology,Professor Neil Armstrong,Emeritus Professor of Paediatric Physiology,https://sshs.exeter.ac.uk/staff/profile/index.php?web_id=Neil_Armstrong,Armstrong,Neil,"Armstrong, N","Armstrong, Neil"
College of Life and Environmental Sciences,Psychology,Dr Alan Barker,Associate Professor in Paediatric Physiology and Health,https://sshs.exeter.ac.uk/staff/profile/index.php?web_id=Alan_Barker,Barker,Alan,"Barker, A","Barker, Alan"
College of Life and Environmental Sciences,Psychology,Jonathon Birch,Associate Lecturer,https://sshs.exeter.ac.uk/staff/profile/index.php?web_id=JJ_Birch,Birch,Jonathon,"Birch, J","Birch, Jonathon"
College of Life and Environmental Sciences,Psychology,Dr Bert Bond,Senior Lecturer,https://sshs.exeter.ac.uk/staff/profile/index.php?web_id=Bert_Bond,Bond,Bert,"Bond, B","Bond, Bert"
