college,department,name,role,profile,namelast,namefirst,identifier1,identifier2
College of Life and Environmental Sciences,Geography,Professor Henry Buller,"Head of Geography, Professor of (more-than) Human Geography",http://geography.exeter.ac.uk/staff/index.php?web_id=Henry_Buller,Buller,Henry,"Buller, H","Buller, Henry"
College of Life and Environmental Sciences,Geography,Dr Kerry Burton,Lecturer in Human Geography,http://geography.exeter.ac.uk/staff/index.php?web_id=Kerry_Burton,Burton,Kerry,"Burton, K","Burton, Kerry"
College of Life and Environmental Sciences,Geography,Dr Catherine Butler,Senior Lecturer in Human Geography,http://geography.exeter.ac.uk/staff/index.php?web_id=Catherine_Butler,Butler,Catherine,"Butler, C","Butler, Catherine"
College of Life and Environmental Sciences,Geography,Dr Federico Caprotti,Professor of Human Geography,http://geography.exeter.ac.uk/staff/index.php?web_id=Federico_Caprotti,Caprotti,Federico,"Caprotti, F","Caprotti, Federico"
College of Life and Environmental Sciences,Geography,Dr Donna Carless,Research Fellow - SWEEP Impact,http://geography.exeter.ac.uk/staff/index.php?web_id=Donna_Carless,Carless,Donna,"Carless, D","Carless, Donna"
College of Life and Environmental Sciences,Geography,Dr Sean Carter,Associate Professor in Political Geography,http://geography.exeter.ac.uk/staff/index.php?web_id=Sean_Carter,Carter,Sean,"Carter, S","Carter, Sean"
College of Life and Environmental Sciences,Geography,Dr Kin Wing (Ray) Chan,Postdoctoral Research Associate,http://geography.exeter.ac.uk/staff/index.php?web_id=Ray_Chan,Chan,Kin,"Chan, K","Chan, Kin"
College of Life and Environmental Sciences,Geography,Professor Dan Charman,Pro-Vice-Chancellor & Executive Dean (College of Life Environmental Sciences),http://geography.exeter.ac.uk/staff/index.php?web_id=Daniel_Charman,Charman,Dan,"Charman, D","Charman, Dan"
College of Life and Environmental Sciences,Geography,Professor Paul Cloke,Emeritus Professor of Human Geography,http://geography.exeter.ac.uk/staff/index.php?web_id=Paul_Cloke,Cloke,Paul,"Cloke, P","Cloke, Paul"
College of Life and Environmental Sciences,Geography,Professor Ian Cook,Professor of Cultural Geography,http://geography.exeter.ac.uk/staff/index.php?web_id=Ian_Cook,Cook,Ian,"Cook, I","Cook, Ian"
College of Life and Environmental Sciences,Geography,Dr Katherine Crichton,Postdoctoral Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=Katherine_Crichton,Crichton,Katherine,"Crichton, K","Crichton, Katherine"
College of Life and Environmental Sciences,Geography,Dr Paula Crutchlow,ESRC Post Doctoral Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=Paula_Crutchlow,Crutchlow,Paula,"Crutchlow, P","Crutchlow, Paula"
College of Life and Environmental Sciences,Geography,Dr Andrew M. Cunliffe,"Oppenheimer Senior Research Fellow and African Landscape Systems Programme Leader,",http://geography.exeter.ac.uk/staff/index.php?web_id=Andy_cunliffe,Cunliffe,Andrew,"Cunliffe, A","Cunliffe, Andrew"
College of Life and Environmental Sciences,Geography,Dr Stuart Daines,Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=Stuart_Daines,Daines,Stuart,"Daines, S","Daines, Stuart"
College of Life and Environmental Sciences,Geography,Professor Gail Davies,Professor in Human Geography,http://geography.exeter.ac.uk/staff/index.php?web_id=Gail_Davies,Davies,Gail,"Davies, G","Davies, Gail"
College of Life and Environmental Sciences,Geography,Dr Leila Dawney,Senior Lecturer in Human Geography,http://geography.exeter.ac.uk/staff/index.php?web_id=Leila_Dawney,Dawney,Leila,"Dawney, L","Dawney, Leila"
College of Life and Environmental Sciences,Geography,Professor Patrick Devine-Wright,Professor in Human Geography,http://geography.exeter.ac.uk/staff/index.php?web_id=Patrick_Devine_Wright,Devine-Wright,Patrick,"Devine-Wright, P","Devine-Wright, Patrick"
College of Life and Environmental Sciences,Geography,Dr Rebecca Dewhirst,Associate Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=Rebecca_Dewhirst,Dewhirst,Rebecca,"Dewhirst, R","Dewhirst, Rebecca"
College of Life and Environmental Sciences,Geography,Mirindi Eric Dusenge,Postdoctoral Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=Mirindi_Eric_Dusenge,Dusenge,Mirindi,"Dusenge, M","Dusenge, Mirindi"
College of Life and Environmental Sciences,Geography,Professor Sarah Dyer,Professor of Higher Education,http://geography.exeter.ac.uk/staff/index.php?web_id=Sarah_Dyer,Dyer,Sarah,"Dyer, S","Dyer, Sarah"
College of Life and Environmental Sciences,Geography,Dr James Dyke,Associate Professor in Earth System Science,http://geography.exeter.ac.uk/staff/index.php?web_id=James_Dyke,Dyke,James,"Dyke, J","Dyke, James"
College of Life and Environmental Sciences,Geography,Martina Egedusevic,Postgraduate Research Associate,http://geography.exeter.ac.uk/staff/index.php?web_id=Martina_Egedusevic,Egedusevic,Martina,"Egedusevic, M","Egedusevic, Martina"
College of Life and Environmental Sciences,Geography,Angela Elliot,Research Technician,http://geography.exeter.ac.uk/staff/index.php?web_id=Angela_Elliot,Elliot,Angela,"Elliot, A","Elliot, Angela"
College of Life and Environmental Sciences,Geography,Neville England,Workshop Technician,http://geography.exeter.ac.uk/staff/index.php?web_id=Neville_England,England,Neville,"England, N","England, Neville"
College of Life and Environmental Sciences,Geography,Dr Louisa Evans,Associate Professor in Environment and Development,http://geography.exeter.ac.uk/staff/index.php?web_id=Louisa_Evans,Evans,Louisa,"Evans, L","Evans, Louisa"
College of Life and Environmental Sciences,Geography,Dr Ted Feldpausch,Associate Professor,http://geography.exeter.ac.uk/staff/index.php?web_id=Ted_Feldpausch,Feldpausch,Ted,"Feldpausch, T","Feldpausch, Ted"
College of Life and Environmental Sciences,Geography,Dr Matt Finn,Senior Lecturer in Human Geography,http://geography.exeter.ac.uk/staff/index.php?web_id=Matt_Finn,Finn,Matt,"Finn, M","Finn, Matt"
College of Life and Environmental Sciences,Geography,Dr Felipe Franco,Postdoctoral Research Associate,http://geography.exeter.ac.uk/staff/index.php?web_id=Juan_Felipe_Franco_Gaviria,Franco,Felipe,"Franco, F","Franco, Felipe"
College of Life and Environmental Sciences,Geography,Dr Maria Franco Gavonel,Post Doctoral Research Associate,http://geography.exeter.ac.uk/staff/index.php?web_id=Maria_Franco_Gavonel,Gavonel,Maria,"Gavonel, M","Gavonel, Maria"
College of Life and Environmental Sciences,Geography,Dr Cordelia Freeman,Senior Lecturer in Human Geography,http://geography.exeter.ac.uk/staff/index.php?web_id=Cordelia_Freeman,Freeman,Cordelia,"Freeman, C","Freeman, Cordelia"
College of Life and Environmental Sciences,Geography,Professor Angela Gallego-Sala,Professor In Ecosystems and Biogeochemical Cycles,http://geography.exeter.ac.uk/staff/index.php?web_id=Angela_Gallego-Sala,Gallego-Sala,Angela,"Gallego-Sala, A","Gallego-Sala, Angela"
College of Life and Environmental Sciences,Geography,Leslie Galstaun,"Research Technician, NetZero+",http://geography.exeter.ac.uk/staff/index.php?web_id=Leslie_Galstaun,Galstaun,Leslie,"Galstaun, L","Galstaun, Leslie"
College of Life and Environmental Sciences,Geography,Dr Andrea Gasparotto,Postdoctoral Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=Andrea_Gasparotto,Gasparotto,Andrea,"Gasparotto, A","Gasparotto, Andrea"
College of Life and Environmental Sciences,Geography,Dr Naomi Gatis,Associate Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=Naomi_Gatis,Gatis,Naomi,"Gatis, N","Gatis, Naomi"
College of Life and Environmental Sciences,Geography,Dr Nick Gill,Professor in Human Geography,http://geography.exeter.ac.uk/staff/index.php?web_id=Nick_Gill,Gill,Nick,"Gill, N","Gill, Nick"
College of Life and Environmental Sciences,Geography,Professor Mark Goodwin,Deputy Vice Chancellor (External Engagement) and Professor of Human Geography,http://geography.exeter.ac.uk/staff/index.php?web_id=Mark_Goodwin,Goodwin,Mark,"Goodwin, M","Goodwin, Mark"
College of Life and Environmental Sciences,Geography,Dr Richard Gorman,Postdoctoral Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=Richard_Gorman,Gorman,Richard,"Gorman, R","Gorman, Richard"
College of Life and Environmental Sciences,Geography,Dr Emilie Grand-Clement,Postdoctoral Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=Emilie_Grand-Clement,Grand-Clement,Emilie,"Grand-Clement, E","Grand-Clement, Emilie"
College of Life and Environmental Sciences,Geography,Dr Ruby Grantham,Postdoctoral Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=Ruby_Grantham,Grantham,Ruby,"Grantham, R","Grantham, Ruby"
College of Life and Environmental Sciences,Geography,Dr Sophie Green,Post-doctoral Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=Sophie_Green,Green,Sophie,"Green, S","Green, Sophie"
College of Life and Environmental Sciences,Geography,Dr Mark Grosvenor,Research Technician,http://geography.exeter.ac.uk/staff/index.php?web_id=Mark_Grosvenor,Grosvenor,Mark,"Grosvenor, M","Grosvenor, Mark"
College of Life and Environmental Sciences,Geography,Dr Stephen Haley,Senior Laboratory Manager,http://geography.exeter.ac.uk/staff/index.php?web_id=Stephen_Haley,Haley,Stephen,"Haley, S","Haley, Stephen"
College of Life and Environmental Sciences,Geography,Dr Paul Halloran,Associate Professor,http://geography.exeter.ac.uk/staff/index.php?web_id=Paul_Halloran,Halloran,Paul,"Halloran, P","Halloran, Paul"
College of Life and Environmental Sciences,Geography,Dr Jessica Hambly,Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=Jessica_Hambly,Hambly,Jessica,"Hambly, J","Hambly, Jessica"
College of Life and Environmental Sciences,Geography,Anne Hand,Visiting Researcher (CREWW),http://geography.exeter.ac.uk/staff/index.php?web_id=AnneHand,Hand,Anne,"Hand, A","Hand, Anne"
College of Life and Environmental Sciences,Geography,Professor Iain Hartley,Professor of Terrestrial Ecosystem Science,http://geography.exeter.ac.uk/staff/index.php?web_id=Iain_Hartley,Hartley,Iain,"Hartley, I","Hartley, Iain"
College of Life and Environmental Sciences,Geography,Jackie Hatton,Associate Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=Jackie_Hatton,Hatton,Jackie,"Hatton, J","Hatton, Jackie"
College of Life and Environmental Sciences,Geography,Dr Stacey Heath,Post-doctoral Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=Stacey_Heath,Heath,Stacey,"Heath, S","Heath, Stacey"
College of Life and Environmental Sciences,Geography,David Hein-Griggs,GIS & Scientific Software Specialist,http://geography.exeter.ac.uk/staff/index.php?web_id=David_Hein-Griggs,Hein-Griggs,David,"Hein-Griggs, D","Hein-Griggs, David"
College of Life and Environmental Sciences,Geography,Dr Timothy Hill,Associate Professor in Physical Geography,http://geography.exeter.ac.uk/staff/index.php?web_id=Timothy_Hill,Hill,Timothy,"Hill, T","Hill, Timothy"
College of Life and Environmental Sciences,Geography,Dr Harry Hilser,Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=Harry_Hilser,Hilser,Harry,"Hilser, H","Hilser, Harry"
College of Life and Environmental Sciences,Geography,Professor Steve Hinchliffe,Professor in Human Geography,http://geography.exeter.ac.uk/staff/index.php?web_id=Steve_Hinchliffe,Hinchliffe,Steve,"Hinchliffe, S","Hinchliffe, Steve"
College of Life and Environmental Sciences,Geography,Dr Nicole Hoellerer,Postdoctoral Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=Nicole_Hoellerer,Hoellerer,Nicole,"Hoellerer, N","Hoellerer, Nicole"
College of Life and Environmental Sciences,Geography,Jack Hughes,Graduate Research Assistant,http://geography.exeter.ac.uk/staff/index.php?web_id=Jack_Hughes,Hughes,Jack,"Hughes, J","Hughes, Jack"
College of Life and Environmental Sciences,Geography,Dr Kuba Jablonowski (he/him),Research Fellow and Lecturer,http://geography.exeter.ac.uk/staff/index.php?web_id=Kuba_Jablonowski,(he/him),Kuba,"(he/him), K","(he/him), Kuba"
College of Life and Environmental Sciences,Geography,Dr Ben Jackson,Postdoctoral Research Associate,http://geography.exeter.ac.uk/staff/index.php?web_id=Ben_Jackson,Jackson,Ben,"Jackson, B","Jackson, Ben"
College of Life and Environmental Sciences,Geography,Gabrielle King,Postdoctoral Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=Gabrielle_King,King,Gabrielle,"King, G","King, Gabrielle"
College of Life and Environmental Sciences,Geography,Dr Sam Kinsley,Senior Lecturer in Human Geographies,http://geography.exeter.ac.uk/staff/index.php?web_id=Sam_Kinsley,Kinsley,Sam,"Kinsley, S","Kinsley, Sam"
College of Life and Environmental Sciences,Geography,Dr Elena Kozlova,Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=Helena_Kozlova,Kozlova,Elena,"Kozlova, E","Kozlova, Elena"
College of Life and Environmental Sciences,Geography,Dr Ines Lange,Postdoctoral Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=Ines_Lange,Lange,Ines,"Lange, I","Lange, Ines"
College of Life and Environmental Sciences,Geography,Dr Anne Le Brocq,Senior Lecturer in Physical Geography,http://geography.exeter.ac.uk/staff/index.php?web_id=Anne_Le_Brocq,Brocq,Anne,"Brocq, A","Brocq, Anne"
College of Life and Environmental Sciences,Geography,Dr Jennifer Lea,Senior Lecturer in Human Geography,http://geography.exeter.ac.uk/staff/index.php?web_id=Jennifer_Lea,Lea,Jennifer,"Lea, J","Lea, Jennifer"
College of Life and Environmental Sciences,Geography,Chris Leaver,Technician,http://geography.exeter.ac.uk/staff/index.php?web_id=Chris_Leaver,Leaver,Chris,"Leaver, C","Leaver, Chris"
College of Life and Environmental Sciences,Geography,Mandy Lee,Scientific Cleaner ,http://geography.exeter.ac.uk/staff/index.php?web_id=Mandy_Lee,Lee,Mandy,"Lee, M","Lee, Mandy"
College of Life and Environmental Sciences,Geography,Kirsten Lees,Postdoctoral Research Associate,http://geography.exeter.ac.uk/staff/index.php?web_id=Kirsten_Lees,Lees,Kirsten,"Lees, K","Lees, Kirsten"
College of Life and Environmental Sciences,Geography,Professor Tim Lenton,"Director, Global Systems Institute",http://geography.exeter.ac.uk/staff/index.php?web_id=Timothy_Lenton,Lenton,Tim,"Lenton, T","Lenton, Tim"
College of Life and Environmental Sciences,Geography,Dr Karen Leslie,Laboratory Technician,http://geography.exeter.ac.uk/staff/index.php?web_id=Karen_Leslie,Leslie,Karen,"Leslie, K","Leslie, Karen"
College of Life and Environmental Sciences,Geography,Dr Nina Lindstrøm Friggens,Postdoctoral Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=Nina_Lindstrom_Friggens,Friggens,Nina,"Friggens, N","Friggens, Nina"
College of Life and Environmental Sciences,Geography,Professor Jo Little,Professor in Gender and Geography,http://geography.exeter.ac.uk/staff/index.php?web_id=Jo_Little,Little,Jo,"Little, J","Little, Jo"
College of Life and Environmental Sciences,Geography,Dr Elisa Lovecchio,Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=Elisa_Lovecchio,Lovecchio,Elisa,"Lovecchio, E","Lovecchio, Elisa"
College of Life and Environmental Sciences,Geography,Dr David Luscombe,Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=David_Luscombe,Luscombe,David,"Luscombe, D","Luscombe, David"
College of Life and Environmental Sciences,Geography,Dr Neill Mackay,Postdoctoral Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=neill_mackay,Mackay,Neill,"Mackay, N","Mackay, Neill"
College of Life and Environmental Sciences,Geography,Dr Damien Mansell,Associate Professor of Geographical Information Science,http://geography.exeter.ac.uk/staff/index.php?web_id=Damien_Mansell,Mansell,Damien,"Mansell, D","Mansell, Damien"
College of Life and Environmental Sciences,Geography,Peter Mead,Electronics Technician,http://geography.exeter.ac.uk/staff/index.php?web_id=Peter_Mead,Mead,Peter,"Mead, P","Mead, Peter"
College of Life and Environmental Sciences,Geography,Dr Lina Mercado,Associate Professor in Ecosystems and Environmental Change,http://geography.exeter.ac.uk/staff/index.php?web_id=Lina_Mercado,Mercado,Lina,"Mercado, L","Mercado, Lina"
College of Life and Environmental Sciences,Geography,Dr Jean-Francois Mercure,Associate Professor in Climate Change Policy,http://geography.exeter.ac.uk/staff/index.php?web_id=Jean-Francois_Mercure,Mercure,Jean-Francois,"Mercure, J","Mercure, Jean-Francois"
College of Life and Environmental Sciences,Geography,Dr Marie-Jose Messias,Senior Lecturer,http://geography.exeter.ac.uk/staff/index.php?web_id=Marie-Jose_Messias,Messias,Marie-Jose,"Messias, M","Messias, Marie-Jose"
College of Life and Environmental Sciences,Geography,Dr André (Mahdi) Nakhavali,Postdoctoral Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=Andre_Nakhavali,Nakhavali,André,"Nakhavali, A","Nakhavali, André"
College of Life and Environmental Sciences,Geography,Professor Andrew Nicholas,Professor in Physical Geography,http://geography.exeter.ac.uk/staff/index.php?web_id=Andrew_Nicholas,Nicholas,Andrew,"Nicholas, A","Nicholas, Andrew"
College of Life and Environmental Sciences,Geography,Dr Philip J Nicholson,Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=philip_nicholson,Nicholson,Philip,"Nicholson, P","Nicholson, Philip"
College of Life and Environmental Sciences,Geography,Dr Femke Nijsse,Research Fellow at Global Systems Institute,http://geography.exeter.ac.uk/staff/index.php?web_id=Femke_Nijsse,Nijsse,Femke,"Nijsse, F","Nijsse, Femke"
College of Life and Environmental Sciences,Geography,Dr Saffron O'Neill,Associate Professor in Geography,http://geography.exeter.ac.uk/staff/index.php?web_id=Saffron_ONeill,O'Neill,Saffron,"O'Neill, S","O'Neill, Saffron"
College of Life and Environmental Sciences,Geography,Dr Steven Palmer,Senior Lecturer in Physical Geography,http://geography.exeter.ac.uk/staff/index.php?web_id=Steven_Palmer,Palmer,Steven,"Palmer, S","Palmer, Steven"
College of Life and Environmental Sciences,Geography,Professor Toby Pennington,Professor of Tropical Plant Diversity and Biogeography,http://geography.exeter.ac.uk/staff/index.php?web_id=Toby_Pennington,Pennington,Toby,"Pennington, T","Pennington, Toby"
College of Life and Environmental Sciences,Geography,Professor Chris Perry,Chair in Tropical Coastal Geoscience,http://geography.exeter.ac.uk/staff/index.php?web_id=Chris_Perry,Perry,Chris,"Perry, C","Perry, Chris"
College of Life and Environmental Sciences,Geography,Dr Jess Phoenix,ESRC Post Doctoral Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=Jess_Phoenix,Phoenix,Jess,"Phoenix, J","Phoenix, Jess"
College of Life and Environmental Sciences,Geography,Dr Tom Powell,Associate Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=Tom_W_Powell,Powell,Tom,"Powell, T","Powell, Tom"
College of Life and Environmental Sciences,Geography,Dr Alan Puttock,Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=A_Puttock,Puttock,Alan,"Puttock, A","Puttock, Alan"
College of Life and Environmental Sciences,Geography,Professor Timothy Quine,Deputy Vice-Chancellor (Education) / Professor of Earth System Science,http://geography.exeter.ac.uk/staff/index.php?web_id=Timothy_Quine,Quine,Timothy,"Quine, T","Quine, Timothy"
College of Life and Environmental Sciences,Geography,Dr Tara Quinn,Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=Tara_Quinn,Quinn,Tara,"Quinn, T","Quinn, Tara"
College of Life and Environmental Sciences,Geography,Dr Sally Rangecroft,Lecturer in Physical Geography,http://geography.exeter.ac.uk/staff/index.php?web_id=Sally_Rangecroft,Rangecroft,Sally,"Rangecroft, S","Rangecroft, Sally"
College of Life and Environmental Sciences,Geography,Dr Thomas Roland,Lecturer in Physical Geography,http://geography.exeter.ac.uk/staff/index.php?web_id=Tom_Roland,Roland,Thomas,"Roland, T","Roland, Thomas"
College of Life and Environmental Sciences,Geography,Dr Pepe Romanillos,Senior Lecturer in Human Geography,http://geography.exeter.ac.uk/staff/index.php?web_id=Pepe_Romanillos,Romanillos,Pepe,"Romanillos, P","Romanillos, Pepe"
College of Life and Environmental Sciences,Geography,Dr Eliott Rooke,Associate Lecturer in Human Geography,http://geography.exeter.ac.uk/staff/index.php?web_id=Eliott_rooke,Rooke,Eliott,"Rooke, E","Rooke, Eliott"
College of Life and Environmental Sciences,Geography,Dr Lucy Rowland,Associate Professor,http://geography.exeter.ac.uk/staff/index.php?web_id=Lucy_Rowland,Rowland,Lucy,"Rowland, L","Rowland, Lucy"
College of Life and Environmental Sciences,Geography,Stacia Ryder,Postdoctoral Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=Stacia_Ryder,Ryder,Stacia,"Ryder, S","Ryder, Stacia"
College of Life and Environmental Sciences,Geography,Dr Ricardo Safra de Campos,Lecturer in Human Geography,http://geography.exeter.ac.uk/staff/index.php?web_id=Ricardo_Safra_de_Campos,Campos,Ricardo,"Campos, R","Campos, Ricardo"
College of Life and Environmental Sciences,Geography,Dr Michael Salter,Associate Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=Michael_Salter,Salter,Michael,"Salter, M","Salter, Michael"
College of Life and Environmental Sciences,Geography,Dr Rebecca Sandover,Lecturer in Human Geography,http://geography.exeter.ac.uk/staff/index.php?web_id=Rebecca_Sandover,Sandover,Rebecca,"Sandover, R","Sandover, Rebecca"
College of Life and Environmental Sciences,Geography,Ian Savage,Honorary University Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=Ian_Savage,Savage,Ian,"Savage, I","Savage, Ian"
College of Life and Environmental Sciences,Geography,Dr Ute Schuster,Senior Lecturer in Physical Geography,http://geography.exeter.ac.uk/staff/index.php?web_id=Ute_Schuster,Schuster,Ute,"Schuster, U","Schuster, Ute"
College of Life and Environmental Sciences,Geography,Dr Yeliz Simsek,Postdoctoral Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=Yeliz_Simsek,Simsek,Yeliz,"Simsek, Y","Simsek, Yeliz"
College of Life and Environmental Sciences,Geography,Professor Stephen Sitch,Chair in Climate Change,http://geography.exeter.ac.uk/staff/index.php?web_id=Stephen_Sitch,Sitch,Stephen,"Sitch, S","Sitch, Stephen"
College of Life and Environmental Sciences,Geography,Dr Laura Smith,Lecturer in Human Geography,http://geography.exeter.ac.uk/staff/index.php?web_id=Laura_Smith,Smith,Laura,"Smith, L","Smith, Laura"
College of Life and Environmental Sciences,Geography,Natascha Steinberg,Lab Manager,http://geography.exeter.ac.uk/staff/index.php?web_id=Natascha_Steinberg,Steinberg,Natascha,"Steinberg, N","Steinberg, Natascha"
College of Life and Environmental Sciences,Geography,Dr Richard Stones,Honorary Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=Richard_Stones,Stones,Richard,"Stones, R","Stones, Richard"
College of Life and Environmental Sciences,Geography,Witek Tatkiewicz,Graduate Research Assistant,http://geography.exeter.ac.uk/staff/index.php?web_id=Witold_Tatkiewicz,Tatkiewicz,Witek,"Tatkiewicz, W","Tatkiewicz, Witek"
College of Life and Environmental Sciences,Geography,Professor Nicola Thomas,Professor of Historical and Cultural Geography,http://geography.exeter.ac.uk/staff/index.php?web_id=Nicola_Thomas,Thomas,Nicola,"Thomas, N","Thomas, Nicola"
College of Life and Environmental Sciences,Geography,Sharon Turner,Research Technician,http://geography.exeter.ac.uk/staff/index.php?web_id=Sharon_Turner,Turner,Sharon,"Turner, S","Turner, Sharon"
College of Life and Environmental Sciences,Geography,Dr Dunia Urrego,Senior Lecturer in Physical Geography,http://geography.exeter.ac.uk/staff/index.php?web_id=Dunia_Urrego,Urrego,Dunia,"Urrego, D","Urrego, Dunia"
College of Life and Environmental Sciences,Geography,Dr Kees Jan van Groenigen,Senior Lecturer in Climate and Environmental Science,http://geography.exeter.ac.uk/staff/index.php?web_id=Kees_Jan_van_Groenigen,Groenigen,Kees,"Groenigen, K","Groenigen, Kees"
College of Life and Environmental Sciences,Geography,Dr Barend van Maanen,Senior Lecturer in Physical Geography,http://geography.exeter.ac.uk/staff/index.php?web_id=Barend_Van-Maanen,Maanen,Barend,"Maanen, B","Maanen, Barend"
College of Life and Environmental Sciences,Geography,Dr Lorenzo Vianelli,Postdoctoral Research Associate,http://geography.exeter.ac.uk/staff/index.php?web_id=Lorenzo_Vianelli,Vianelli,Lorenzo,"Vianelli, L","Vianelli, Lorenzo"
College of Life and Environmental Sciences,Geography,Dr Chad Walker,Postdoctoral Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=Chad_Walker,Walker,Chad,"Walker, C","Walker, Chad"
College of Life and Environmental Sciences,Geography,Professor Des Walling,Emeritus Professor,http://geography.exeter.ac.uk/staff/index.php?web_id=Des_Walling,Walling,Des,"Walling, D","Walling, Des"
College of Life and Environmental Sciences,Geography,Professor Andrew Watson FRS,Royal Society Research Professor,http://geography.exeter.ac.uk/staff/index.php?web_id=Andrew_Watson,FRS,Andrew,"FRS, A","FRS, Andrew"
College of Life and Environmental Sciences,Geography,Professor Bruce Webb,Emeritus Professor,http://geography.exeter.ac.uk/staff/index.php?web_id=Bruce_Webb,Webb,Bruce,"Webb, B","Webb, Bruce"
College of Life and Environmental Sciences,Geography,Dr Karina Williams,Lecturer,http://geography.exeter.ac.uk/staff/index.php?web_id=Karina_Williams,Williams,Karina,"Williams, K","Williams, Karina"
College of Life and Environmental Sciences,Geography,Dr Mark Williamson,Associate Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=Mark_Williamson,Williamson,Mark,"Williamson, M","Williamson, Mark"
College of Life and Environmental Sciences,Geography,Dr Zena Wood,Research Fellow,http://geography.exeter.ac.uk/staff/index.php?web_id=Zena_Wood,Wood,Zena,"Wood, Z","Wood, Zena"
College of Life and Environmental Sciences,Geography,Dr Ewan Woodley,Director of Education and Senior Lecturer in Geography,http://geography.exeter.ac.uk/staff/index.php?web_id=Ewan_Woodley,Woodley,Ewan,"Woodley, E","Woodley, Ewan"
College of Life and Environmental Sciences,Geography,Justin Worsey,,http://geography.exeter.ac.uk/staff/index.php?web_id=Justin_Worsey,Worsey,Justin,"Worsey, J","Worsey, Justin"
College of Life and Environmental Sciences,Geography,Professor John Wylie,"Professor of Cultural Geography, Director of Research (Human Geography)",http://geography.exeter.ac.uk/staff/index.php?web_id=John_Wylie,Wylie,John,"Wylie, J","Wylie, John"
College of Life and Environmental Sciences,Geography,Dr Joana Zaragoza-Castells,Laboratory Manager,http://geography.exeter.ac.uk/staff/index.php?web_id=Joana_Zaragoza-Castells,Zaragoza-Castells,Joana,"Zaragoza-Castells, J","Zaragoza-Castells, Joana"
College of Life and Environmental Sciences,Psychology,Batool Alalsayednasser,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Batool_Alalsayednasser,Alalsayednasser,Batool,"Alalsayednasser, B","Alalsayednasser, Batool"
College of Life and Environmental Sciences,Psychology,Hind Saleh Alharbi,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Hind_Saleh_Alharbi,Alharbi,Hind,"Alharbi, H","Alharbi, Hind"
College of Life and Environmental Sciences,Psychology,Samia Alharbi,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Samia-Alharbi,Alharbi,Samia,"Alharbi, S","Alharbi, Samia"
College of Life and Environmental Sciences,Psychology,Connie Allen,PhD student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Connie_Allen,Allen,Connie,"Allen, C","Allen, Connie"
College of Life and Environmental Sciences,Psychology,Wafa Alsharikh,Postgraduate Research Student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Wafa_Alsharikh,Alsharikh,Wafa,"Alsharikh, W","Alsharikh, Wafa"
College of Life and Environmental Sciences,Psychology,Alexandra Elissavet Bakou,PhD student,https://psychology.exeter.ac.uk/staff/profile/index.php?web_id=Alexandra_Bakou,Bakou,Alexandra,"Bakou, A","Bakou, Alexandra"
